iteration,f_total,f_smooth,grad_norm,time,sparsity,w_change,gap
0,119667.6649244272,119667.61806757876,101662.1373095723,2.3126602172851562e-05,0.0,0.3780086889913197,119648.6604274834
10,22215.387681422326,22214.828207839688,13979.620743700361,0.00029015541076660156,0.0,0.08342256326765322,22196.383184478516
20,12092.513488635881,12091.891510507738,8013.989106912449,0.0005519390106201172,0.0,0.03622509516832421,12073.508991692072
30,6033.673515938044,6033.101160767702,4494.709576730211,0.0008141994476318359,0.0,0.02312466584379525,6014.669018994235
40,3389.5863757741204,3388.989117905977,2549.928404969759,0.0010750293731689453,0.0,0.014310832669031444,3370.5818788303113
50,2074.562267877572,2073.947066238532,1596.8149152084147,0.0013360977172851562,0.0,0.009541559282941694,2055.557770933763
60,1359.1530918608569,1358.53059846723,1177.9575599785423,0.0015969276428222656,0.0,0.006748904030602331,1340.1485949170476
70,915.5584219679173,914.9316153204481,886.0266520942918,0.0018570423126220703,0.0,0.00509682517592926,896.5539250241081
80,637.3531408561989,636.7242919995728,709.366168106199,0.002117156982421875,0.0,0.003931175664083895,618.3486439123898
90,455.01265516227653,454.382988763316,577.6743485435338,0.0023779869079589844,0.0,0.0031113053687074144,436.0081582184673
100,332.12593439198446,331.4964070293148,479.4555908835166,0.002635955810546875,0.0,0.002509271142766546,313.12143744817524
110,247.22741458182563,246.59859044364055,402.19624875784405,0.002897977828979492,0.0,0.0020553348483723422,228.22291763801644
120,187.42268492080478,186.7946175925141,340.36659927246995,0.0031549930572509766,0.0,0.001704619343323245,168.4181879769956
130,144.60256907566517,143.97531785671748,290.0276301428144,0.0034110546112060547,0.0,0.0014282444951954666,125.59807213185599
140,113.52127919900464,112.89507824511358,248.64639080136666,0.003668069839477539,0.0,0.001207009610869134,94.51678225519544
150,90.68899411468213,90.06395893604736,214.262804878606,0.003928184509277344,0.0,0.0010275804118687923,71.68449717087293
160,73.74205379800839,73.11820421930337,185.46729127103046,0.0041921138763427734,0.0,0.0008803450556529788,54.73755685419919
170,61.04901421253498,60.42634518112577,161.17517962470131,0.004454851150512695,0.0,0.0007583083651239819,42.044517268725784
180,51.46630921238747,50.844808913627986,140.55079892538768,0.0047190189361572266,0.0,0.0006562690902850121,32.46181226857828
190,44.18105446842212,43.56068715940881,122.94118805395568,0.00497889518737793,0.0,0.0005702930744554864,25.176557524612925
200,38.608240345586026,37.9889282012268,107.82712617978909,0.0052411556243896484,0.0,0.0004973562137341439,19.603743401776832
210,34.32213455097532,33.703785163810124,94.7985604326298,0.0055010318756103516,0.0,0.0004351099086859903,15.317637607166127
220,31.009793669769895,30.392299514178646,83.51770688454175,0.005761146545410156,0.0,0.00038169979555074366,12.0052967259607
230,28.439122485109007,27.822379791139248,73.71918498167672,0.006019115447998047,0.0,0.000335656964930954,9.434625541299813
240,26.436492297918523,25.820448749714572,65.17684885319494,0.006279945373535156,0.0,0.0002957985170771207,7.431995354109329
250,24.871217944342934,24.255795996647002,57.709608186595624,0.006541013717651367,0.0,0.000261160565544936,5.86672100053374
260,23.6442075458254,23.0293212756488,51.160874392446686,0.0068018436431884766,0.0,0.00023095557040853272,4.639710602016205
270,22.67990721673205,22.065453541842544,45.408346214340426,0.007061958312988281,0.0,0.0002045375574194963,3.675410272922857
280,21.9203354335493,21.306226005738537,40.34067738921157,0.00732111930847168,0.0,0.00018137081321144817,2.915838489740107
290,21.320821851995202,20.706977317750468,35.874773881972466,0.007580995559692383,0.0,0.00016101060034987507,2.316324908186008
300,20.846725929159657,20.23312059511213,31.929042575911886,0.007838964462280273,0.0,0.00014308523156711733,1.842228985350463
310,20.47121977114514,19.857807881648796,28.435604358937002,0.008100032806396484,0.0,0.00012726604914355453,1.4667228273359463
320,20.173369745738192,19.56011880287984,25.34349388984279,0.008358955383300781,0.0,0.00011328854314790076,1.1688728019289982
330,19.936786267461788,19.323682838111026,22.600934466706903,0.008620977401733398,0.0,0.00010092130749453708,0.9322893236525935
340,19.74865150187677,19.13567536287079,20.163995392912163,0.00888204574584961,0.0,8.996030493252052e-05,0.7441545580675744
350,19.598898948772685,18.986024533982693,17.998637970480925,0.009141921997070312,0.0,8.02331535199541e-05,0.5944020049634915
360,19.479595548489787,18.86679621308031,16.071886848378597,0.009403228759765625,0.0,7.159199610064771e-05,0.47509860468059273
370,19.384460010929217,18.771722801166735,14.356641984386297,0.009662866592407227,0.0,6.391237650146345e-05,0.37996306712002337
380,19.308541534879033,18.695851516711507,12.829487474450797,0.009922981262207031,0.0,5.708079782434969e-05,0.3040445910698395
390,19.247914052042347,18.635260071688524,11.470056646618808,0.010182857513427734,0.0,5.099932169138119e-05,0.2434171082331531
400,19.199457342209662,18.58683670838649,10.257894587960457,0.010442972183227539,0.0,4.558508927234633e-05,0.1949603984004682
410,19.160703660064424,18.548112853482685,9.175793424928084,0.010703086853027344,0.0,4.075924317148329e-05,0.1562067162552303
420,19.12970023619313,18.5171302619352,8.208150337047334,0.010965108871459961,0.0,3.645083687617736e-05,0.12520329238393657
430,19.104891935239763,18.492331936230308,7.343136397876399,0.011226177215576172,0.0,3.260158012343461e-05,0.10039499143056929
440,19.085029777448618,18.472474559522343,6.5725573675226086,0.011487007141113281,0.0,2.9168887091891717e-05,0.08053283363942398
450,19.06911765028797,18.45656472067762,5.885082045068753,0.011748075485229492,0.0,2.6105509163232164e-05,0.06462070647877738
460,19.05636206621431,18.44381096750886,5.270196099554404,0.012008905410766602,0.0,2.337061264131785e-05,0.05186512240511476
470,19.04613224512827,18.433582634475616,4.720867514654567,0.012269020080566406,0.0,2.0927749749606384e-05,0.04163530131907578
480,19.037926335192914,18.425376554150603,4.226442752409972,0.01252889633178711,0.0,1.874032816092678e-05,0.03342939138372003
490,19.03134568593021,18.418792346189353,3.7870885935664496,0.012788057327270508,0.0,1.6783300067089403e-05,0.026848742121014624
500,19.026063992807828,18.413506868724347,3.3933894989075823,0.013049125671386719,0.0,1.5034630449507267e-05,0.02156704899863371
510,19.02182367391582,18.40926226597881,3.040109762794207,0.013309001922607422,0.0,1.3469936652013906e-05,0.017326730106624666
520,19.01841905031907,18.405852804481146,2.7253347025245542,0.013569116592407227,0.0,1.2070032367198802e-05,0.013922106509877352
530,19.0156836508433,18.403112889684166,2.4401405931791977,0.013829946517944336,0.0,1.0817558620557563e-05,0.011186707034106291
540,19.01348919581385,18.40091138929184,2.1864221197490745,0.01409006118774414,0.0,9.689753707436249e-06,0.008992252004656365
550,19.011728006626214,18.39914229081571,1.9601041757631292,0.014350175857543945,0.0,8.680604413350688e-06,0.0072310628170200175
560,19.010312907989405,18.39771979847029,1.7577074241611792,0.014611005783081055,0.0,7.780713558220513e-06,0.005815964180211353
570,19.00917561911553,18.396575340851044,1.57487575299779,0.01487112045288086,0.0,6.974075688760199e-06,0.004678675306337254
580,19.008261751863888,18.39565448381478,1.4127980718502025,0.015131235122680664,0.0,6.2524229563947185e-06,0.0037648080546937024
590,19.007526500337534,18.394912998138413,1.2675929904393977,0.015390872955322266,0.0,5.6078985316445675e-06,0.003029556528339583
600,19.006936587630236,18.394316085807183,1.134171856705807,0.01565098762512207,0.0,5.022900066097006e-06,0.0024396438210416704
610,19.006462505845224,18.39383553100724,1.0177154118306566,0.01591014862060547,0.0,4.5032254165447635e-06,0.001965562036030377
620,19.006080935821362,18.39344817298051,0.9133706745769307,0.016169071197509766,0.0,4.039741783154346e-06,0.0015839920121685225
630,19.00577365090814,18.393135711297752,0.8198361578982909,0.016427993774414062,0.0,3.625112020961251e-06,0.001276707098945451
640,19.005526097879596,18.39288352436561,0.7359649441609368,0.016688108444213867,0.0,3.2536833609674633e-06,0.0010291540704017166
650,19.005326611260493,18.392679885290853,0.6607418596492384,0.01695418357849121,0.0,2.920728963762298e-06,0.0008296674512990876
660,19.005165822090238,18.392515372596723,0.5932638987268385,0.017212867736816406,0.0,2.6221497756773245e-06,0.0006688782810435612
670,19.00503619782391,18.39238240766249,0.5327254212851132,0.01747298240661621,0.0,2.3543329906144556e-06,0.000539254014714885
680,19.00493167858169,18.392274890623035,0.4784063097322185,0.017733097076416016,0.0,2.11406867419267e-06,0.00043473477249733605
690,19.004847387260835,18.39218790910204,0.4296622715793433,0.017993927001953125,0.0,1.8984932578598944e-06,0.0003504434516408139
700,19.00477965272165,18.392117559030115,0.3846474858232103,0.01825404167175293,0.0,1.7017442554785343e-06,0.0002827089124544102
